year,country,gov_right1,gov_cent1,gov_left1,gov_party,elect,vturn,womenpar,realgdpgr,inflation,debt_hist,deficit,ttl_labf,labfopar,unemp,pop,pop15_64,pop65,elderly
1979,Italy,3.27,78.76,13.68,2,3/6/1979,91.1,8.4,5.53,14.8,88.46,-8.01,22276,61.62,7.2,55602,36152.93,7292.75,13.12
1980,Italy,2.05,66.9,28.99,2,,91.1,8.4,3.48,21.06,85.84,-6.74,22553,61.88,7.1,55657,36444.22,7419.79,13.33
1981,Italy,1.83,61.81,36.36,3,,91.1,8.4,0.78,17.97,90.16,-10.54,22693,61.68,7.4,55774,36792.74,7474.63,13.4
1982,Italy,3.78,60.1,36.13,3,,91.1,8.4,0.33,16.48,93.94,-9.72,22798,61.29,8,55995,37199.77,7439.75,13.29
1983,Italy,6.95,55.48,37.57,3,26/06/1983,89,7.6,1.37,14.65,78.61,-9.8,23061,61.31,7.4,56228,37615.54,7347.5,13.07
1984,Italy,6.67,63.33,30,2,,89,7.6,3.21,10.79,81.44,-11.13,23323,61.37,7.9,56344,38000.99,7292.47,12.94
1985,Italy,6.67,63.33,30,2,,89,7.6,2.84,9.21,87.91,-12,23495,61.45,8.2,56498,38234.6,7394.44,13.09
1986,Italy,6.67,63.33,30,2,,89,7.6,2.97,5.82,91.75,-11.57,23851,62.17,8.9,56576,38364.55,7594.59,13.42
1987,Italy,3.38,62.09,24.47,2,14/06/1987,90.5,12.9,2.96,4.75,95.41,-11.17,24031,62.41,9.6,56664,38502.06,7800.75,13.77
1988,Italy,3.33,62.4,34.27,3,,90.5,12.9,4.3,5.06,97.67,-10.7,24243,62.76,9.7,56763,38630.52,8015.84,14.12
1989,Italy,4.63,60.19,35.18,3,,90.5,12.9,3.47,6.26,94.43,-11.06,24258,62.58,9.7,56837,38761.22,8233.94,14.49
1990,Italy,6.67,56.67,36.67,3,,90.5,12.9,1.95,6.46,96.44,-11.09,24515,63.05,8.9,56737,38881.54,8449.84,14.89
1991,Italy,6.67,54.32,39.01,3,,90.5,12.9,1.53,6.25,99.21,-11.03,24599,62.93,8.5,56760,39089.04,8667.87,15.27
1992,Italy,7.19,43.77,37.25,3,5/4/1992,87.3,8.1,0.7,5.27,105.6,-10.06,24348,62.07,8.8,56859,39226.82,8884.51,15.63
1993,Italy,5.27,30.28,27.66,3,,87.3,8.1,-0.86,4.63,114.86,-9.73,23003.43,58.7,9.7,56441.93,39187.12,9085.91,16.1
1994,Italy,48.66,19.84,8.48,2,27/03/1994,86.1,15.1,2.28,4.05,119.49,-8.8,22880.49,58.48,10.6,56623.39,39123.11,9275.59,16.38
1995,Italy,3.2,0.67,0,1,,86.1,15.1,2.96,5.24,121.06,-7.24,22870.59,58.63,11.2,56744.59,39005.89,9485.49,16.72
1996,Italy,0,23.84,29.79,3,21/04/1996,82.9,11.1,1,4.01,127.15,-6.65,22972.98,59.1,11.2,56826.45,38874.53,9701.13,17.07
1997,Italy,0,36.36,50,3,,82.9,11.1,1.97,2.04,128.56,-3.01,23101.03,59.59,11.2,56941.04,38769.07,9886.76,17.36
1998,Italy,0,37.8,49.67,3,,82.9,11.1,1.46,1.96,130.74,-3.02,23362.78,60.43,11.3,57040.37,38658.91,10056.78,17.63
1999,Italy,0,44.11,48.46,3,,82.9,11.1,1.51,1.66,123.88,-1.81,23533.03,61.07,10.9,57078,38533.35,10225.07,17.91
2000,Italy,0,27.12,57.94,4,,82.9,11.1,3.97,2.54,118.83,-1.32,23720,61.76,10,57189,38405.02,10403.85,18.19
2001,Italy,40.24,15.91,24.51,2,13/05/2001,81.2,9.8,1.58,2.79,118.19,-3.39,23901,62.43,9,57348,38285.62,10576.07,18.44
2002,Italy,72,8,0,1,,81.2,9.8,0.25,2.47,117.01,-3.07,24085,62.97,8.5,57474,38250.65,10777.99,18.75
2003,Italy,72,8,0,1,,81.2,11.5,0.24,2.67,114.26,-3.41,24230,63.07,8.4,57478,38420.51,11014.9,19.16
2004,Italy,76,8,0,1,,81.2,11.5,1.37,2.21,116.3,-3.57,24306.82,63.54,8,57297.46,38256.21,10876.73,18.98
2005,Italy,78.39,7.2,0,1,,81.2,11.5,1.15,1.99,118.92,-4.17,24284.29,63.29,7.7,57715.93,38370.99,11134.77,19.29
2006,Italy,29.15,5.03,53.44,3,9/4/2006,83.6,17.3,2.1,2.09,116.25,-3.58,24411.88,63.61,6.8,57984.18,38376.83,11365.27,19.6
2007,Italy,0,3.7,85.19,4,,83.6,17.3,1.33,1.83,111.72,-1.53,24375.32,63.39,6.1,58271.89,38451.86,11546.22,19.81
2008,Italy,62.07,4.25,29.79,2,13/04/2008,80.5,21.3,-1.07,3.35,114.55,-2.69,24754.66,63.94,6.7,58739.68,38713.06,11702.14,19.92
2009,Italy,98.42,1.58,0,1,,80.5,21.3,-5.51,0.77,127.4,-5.27,24605.27,63.23,7.7,59140.09,38911.78,11844.44,20.03
2010,Italy,100,0,0,1,,80.5,21.3,1.65,1.53,126.15,-4.25,24582.57,62.99,8.4,59419.65,39028.26,11967.53,20.14
2011,Italy,87.95,0,0,1,,80.5,21.6,0.72,2.78,119.56,-3.48,24659.54,63.04,8.4,59659.69,39114.67,12106.39,20.29
2012,Italy,0,0,0,,,80.5,21.4,-2.86,3.04,138.35,-2.95,25256.99,64.58,10.7,59898.03,39107.69,12349.58,20.62
2013,Italy,21.84,5.95,30.88,3,24/02/2013,75.2,31.4,-1.75,1.22,145.48,-2.93,25259.2,64.48,12.1,60224.73,39171.55,12596.3,20.92
2014,Italy,7.03,23.82,62.12,4,,75.2,31.4,-0.27,0.24,159.14,-3.03,25514.92,65.15,12.7,60447.91,39161.07,12848.03,21.25
1960,Japan,100,0,0,1,20/11/1960,73.5,1.5,,3.57,6.81,-1.02,48425.4,80.71,1.7,93419,60002,5350,5.73
1961,Japan,100,0,0,1,,73.5,1.5,11.85,5.37,5.19,-0.11,48960.4,80.64,1.4,94285,60715,5503,5.84
1962,Japan,100,0,0,1,,73.5,1.5,8.6,6.84,4.85,-0.95,49544.03,79.58,1.3,95178,62261,5642,5.93
1963,Japan,100,0,0,1,21/11/1963,71.1,1.5,8.79,6.71,3.83,-1.4,49968.1,78.19,1.3,96156,63903,5836,6.07
1964,Japan,100,0,0,1,,71.1,1.5,11.19,3.8,3.74,-1.45,50523.42,77.04,1.1,97186,65580,6016,6.19
1965,Japan,100,0,0,1,,71.1,1.5,5.67,6.66,4.42,-1.77,51386.74,76.78,1.2,98275,66928,6181,6.29
1966,Japan,100,0,0,1,,71.1,1.5,10.25,5.04,5.7,-2.26,52491.04,77.06,1.3,99054,68112,6420,6.48
1967,Japan,100,0,0,1,29/01/1967,74,1.4,11.08,3.99,6.98,-1.04,53502.29,77.36,1.3,100243,69161,6666,6.65
1968,Japan,100,0,0,1,,74,1.4,11.91,5.34,7.4,-0.89,54341.79,77.54,1.2,101408,70086,6899,6.8
1969,Japan,100,0,0,1,27/12/1969,68.5,1.6,11.95,5.25,10.21,-0.59,54702.02,77.11,1.1,102648,70938,7109,6.93
1970,Japan,100,0,0,1,,68.5,1.6,10.28,6.97,10.78,-0.18,55288.09,77.25,1.1,103720,71566,7331,7.07
1971,Japan,100,0,0,1,,68.5,1.6,4.39,6.35,12.08,-0.69,55730.54,77.06,1.2,105014,72321,7524,7.16
1972,Japan,100,0,0,1,10/12/1972,71.7,1.4,8.41,4.84,16.06,-1.82,56124.79,76.38,1.4,107332,73483,7879,7.34
1973,Japan,100,0,0,1,,71.7,1.4,8.03,11.62,15.6,-1.38,57340.33,77.38,1.3,108710,74104,8160,7.51
1974,Japan,100,0,0,1,,71.7,1.4,-1.23,23.18,12.2,-1.47,57154.02,76.47,1.4,110049,74742,8457,7.68
1975,Japan,100,0,0,1,,71.7,1.4,3.09,11.78,19.43,-4.44,57288.32,75.54,1.9,111940,75839,8869,7.92
1976,Japan,100,0,0,1,5/12/1976,73.4,1.2,3.98,9.39,26.08,-5.08,57814.05,75.68,2,113089,76395,9201,8.14
1977,Japan,100,0,0,1,,73.4,1.2,4.39,8.14,31.28,-4.95,58509.19,76.04,2,114154,76944,9561,8.38
1978,Japan,100,0,0,1,,73.4,1.2,5.27,4.21,39.6,-6.02,59197.73,76.34,2.2,115174,77545,9921,8.61
1979,Japan,100,0,0,1,7/10/1979,68,2.2,5.48,3.69,44.01,-5.07,59751.74,76.45,2.1,116133,78161,10309,8.88
1980,Japan,100,0,0,1,22/06/1980,74.6,1.8,2.82,7.81,48.16,-4.51,60110.49,76.2,2,117060,78884,10653,9.1
1981,Japan,100,0,0,1,,74.6,1.8,4.18,4.91,53.98,-3.89,60687.77,76.56,2.2,117884,79272,11009,9.34
1982,Japan,100,0,0,1,,74.6,1.8,3.38,2.72,60.03,-3.83,61306.62,76.55,2.4,118693,80089,11350,9.56
1983,Japan,100,0,0,1,18/12/1983,67.9,1.6,3.06,1.87,66.34,-3.97,62359.91,77.08,2.6,119483,80904,11672,9.77
1984,Japan,100,0,0,1,,67.9,1.6,4.46,2.29,68.48,-2.57,62616.06,76.57,2.7,120235,81776,11956,9.94
1985,Japan,100,0,0,1,,67.9,1.6,6.33,2.04,70.87,-1.26,62902.63,76.21,2.6,121049,82535,12472,10.3
1986,Japan,100,0,0,1,6/7/1986,71.4,1.4,2.83,0.6,76.69,-1.25,63319.52,75.95,2.8,121672,83368,12870,10.58
1987,Japan,100,0,0,1,,71.4,1.4,4.11,0.14,78.46,-0.23,63627.06,75.57,2.8,122264,84189,13322,10.9
1988,Japan,100,0,0,1,,71.4,1.4,7.15,0.66,74.33,0.65,64168.19,75.48,2.5,122783,85013,13785,11.23
1989,Japan,100,0,0,1,,71.4,1.4,5.37,2.28,68.08,1.38,64956.76,75.76,2.3,123255,85745,14309,11.61
1990,Japan,100,0,0,1,18/02/1990,73.3,2.3,5.57,3.03,65.26,2.15,65938.73,76.55,2.1,123611,86140,14928,12.08
1991,Japan,100,0,0,1,,73.3,2.3,3.32,3.3,64.57,1.88,67274.08,77.72,2.1,124043,86557,15582,12.56
1992,Japan,100,0,0,1,,73.3,2.3,0.82,1.71,69.04,0.69,68077.84,78.39,2.2,124452,86845,16242,13.05
1993,Japan,73.52,7.57,15.13,2,18/07/1993,67,2.7,0.17,1.27,75.43,-2.38,68564.32,78.79,2.5,124764,87023,16900,13.55
1994,Japan,55.11,11.04,28.34,2,,67,2.7,0.86,0.69,80.12,-3.68,68903.8,79.17,2.9,125034,87034,17585,14.06
1995,Japan,69.52,0,28.57,2,,67,2.7,1.94,-0.12,88.15,-4.56,69313.2,79.43,3.1,125570,87260,18277,14.56
1996,Japan,67.76,0,28.19,2,20/10/1996,59,4.6,2.61,0.13,95.05,-4.9,69531,79.77,3.4,125864,87161,19017,15.11
1997,Japan,100,0,0,1,,59,4.6,1.6,1.76,101.68,-3.79,70066.7,80.5,3.4,126166,87042,19758,15.66
1998,Japan,97.98,0,0,1,,59,4.8,-1.99,0.66,113.82,-10.31,69778.2,80.28,4.1,126486.4,86920,20508,16.21
1999,Japan,94.45,1.05,0,1,,59,4.6,-0.21,-0.33,127.9,-7.14,69260.2,79.83,4.7,126686,86758,21186,16.72
2000,Japan,89.15,4.35,0,1,25/06/2000,62.5,7.3,2.25,-0.65,136.1,-7.51,68806.7,79.66,4.7,126926,86380,22041,17.37
2001,Japan,80.67,5.18,0,1,,62.5,7.3,0.37,-0.8,144.43,-6.04,68766.7,79.83,5,127291,86139,22869,17.97
2002,Japan,77.78,5.56,0,1,,62.5,7.3,0.29,-0.9,153.46,-7.71,68194.5,79.57,5.4,127435,85706,23628,18.54
2003,Japan,77.78,5.56,0,1,9/11/2003,59.9,7.1,1.69,-0.25,158.27,-7.67,68144.3,79.79,5.3,127619,85404,24311,19.05
2004,Japan,82.15,5.56,0,1,,59.9,7.1,2.36,-0.01,166.25,-5.95,68145.8,80.1,4.7,127687,85077,24876,19.48
2005,Japan,94.44,5.56,0,1,11/9/2005,67.5,9,1.3,-0.27,169.55,-4.81,68424.7,81.05,4.4,127768,84422,25761,20.16
2006,Japan,92.97,5.56,0,1,,67.5,9.4,1.69,0.24,166.76,-1.28,68552.8,81.87,4.1,127770,83731,26604,20.82
2007,Japan,86.96,5.56,0,1,,67.5,9.4,2.19,0.06,162.4,-2.09,68651.3,82.7,3.8,127771,83015,27464,21.49
2008,Japan,87.14,5.56,0,1,,67.5,9.4,-1.04,1.37,171.13,-1.86,68426,83.14,4,127692,82300,28216,22.1
2009,Japan,68.39,29.98,1.63,2,30/08/2009,69.3,11.3,-5.53,-1.35,188.74,-8.84,68128,83.6,5.1,127510,81493,29005,22.75
2010,Japan,5.57,90.58,2.24,2,,69.3,11.3,4.71,-0.72,193.2,-8.3,67831,82.99,5,128057,81735,29484,23.02
2011,Japan,5.56,87.21,0,1,,69.3,10.8,-0.45,-0.28,209.4,-8.8,67377,82.83,4.6,127799,81342,29752,23.28
2012,Japan,6.44,90.6,0,1,16/12/2012,59.3,7.9,1.74,-0.03,215.36,-8.66,67216,83.84,4.3,127515,80175,30793,24.15
2013,Japan,94.74,5.26,0,1,,59.3,8.1,1.36,0.36,221.47,-8.49,67395,85.3,4,127298,79010,31898,25.06
2014,Japan,94.74,5.26,0,1,14/12/2014,52.7,8.1,-0.03,2.75,227.67,-6.18,67504,86.41,3.6,,,,
1993,Latvia,80,0,20,2,6/6/1993,91.2,15,-11.4,,,,1245.47,73.86,6.7,2563.29,1686.33,332.58,12.97
1994,Latvia,75.35,0,16.2,2,,91.2,15,2.2,,11.31,,1201.38,72.55,13.1,2520.74,1656.02,335.62,13.31
1995,Latvia,64.04,0.19,7.87,2,1/10/1995,72.7,15,-0.9,,13.9,-1.4,1098.86,67.29,14.9,2485.06,1633.06,338.11,13.61
1996,Latvia,56.25,6.25,31.25,2,,72.7,9,2.35,,13.3,-0.4,1117.53,69.09,15.9,2457.22,1617.56,342.22,13.93
1997,Latvia,54.52,14.41,25.28,2,,72.7,9,8.99,8.06,10.7,1.4,1161.17,72.28,15.4,2432.85,1606.49,347.03,14.26
1998,Latvia,65.84,25.25,8.91,2,3/10/1998,71,9,6.53,4.29,9,0,1139.15,71.17,14,2410.02,1600.59,350.56,14.55
1999,Latvia,89.88,0,10.12,2,,71,17,2.62,2.13,12.1,-3.7,1119.69,69.98,14.1,2390.5,1599.95,352.46,14.74
2000,Latvia,91.18,0,8.82,2,,71,17,5.4,2.64,12.1,-2.7,1087.46,68.18,14.3,2367.61,1594.92,354.22,14.96
2001,Latvia,86.67,0,13.33,2,,71,17,6.46,2.52,13.9,-2,1094.39,69.16,13.5,2337.7,1582.33,356.53,15.25
2002,Latvia,82.68,6.07,11.25,2,5/10/2002,71.5,21,7.11,1.95,13.2,-2.2,1096.15,69.8,12.5,2310.38,1570.5,361.06,15.63
2003,Latvia,61.11,38.89,0,2,,71.5,21,8.42,2.94,13.9,-1.6,1093.17,70.07,11.6,2288.09,1560,366.97,16.04
2004,Latvia,37.16,54.71,0,2,,71.5,21,8.34,6.19,14.3,-1,1096.77,70.93,11.7,2263,1546.38,372.05,16.44
2005,Latvia,66.67,33.33,0,2,,71.5,21,10.7,6.9,11.8,-0.4,1087.07,70.95,10,2238.75,1532.09,376.54,16.82
2006,Latvia,54.43,45.57,0,2,7/10/2006,62.3,19,11.9,6.57,9.9,-0.6,1114.9,73.44,7,2218.66,1518.18,381.48,17.19
2007,Latvia,50.09,49.91,0,2,,62.3,20,9.96,10.08,8.4,-0.7,1135.18,75.43,6.1,2201.03,1504.94,384.95,17.49
2008,Latvia,52.63,47.37,0,2,,62.3,20,-3.6,15.25,18.7,-4.1,1145.37,77.08,7.7,2177.73,1485.92,385.57,17.71
2009,Latvia,69.36,30.64,0,2,,62.3,22,-14.35,3.26,36.6,-9.1,1103.28,75.86,17.5,2141.99,1454.41,384.82,17.97
2010,Latvia,58.4,33.42,0,3,2/10/2010,63,20,-3.78,-1.22,47.5,-8.5,1059.04,74.71,19.5,2097.29,1417.48,382.66,18.25
2011,Latvia,65.13,34.87,0,3,17/09/2011,59.4,23,6.21,4.22,42.8,-3.4,1030.69,74.36,16.2,2058.83,1386.01,380.34,18.47
2012,Latvia,100,0,0,1,,59.4,23,4.01,2.28,41.4,-0.8,1033.76,75.88,15,2033.65,1362.42,379.67,18.67
2013,Latvia,100,0,0,1,,59.4,23,3.02,0.01,39.1,-0.9,1017.31,76,11.9,2012.81,1338.6,380.7,18.91
2014,Latvia,77.04,22.96,0,2,3/10/2014,59.4,18,2.36,0.69,40.8,-1.6,996.18,75.79,10.8,1994.73,1314.39,383.35,19.22
1992,Lithuania,0,0,100,5,15/11/1992,64.8,8.1,-21.26,,,,,,1.4,3700.2,2448.14,422.52,11.42
1993,Lithuania,0,0,100,5,,64.8,7.1,-16.23,,,,,,4.8,3682.9,2430.07,432.32,11.74
1994,Lithuania,0,0,100,5,,64.8,7.1,-9.77,,7.65,,,,4.2,3657.2,2410.84,440.32,12.04
1995,Lithuania,0,0,100,5,,64.8,7.1,3.29,,11.5,-1.5,1591.28,66.55,6.8,3629.1,2391.06,447.85,12.34
1996,Lithuania,7.31,1.69,90.44,4,11/11/1996,38.2,7.1,5.15,24.7,13.9,-3.2,1621.73,68.4,7.7,3601.6,2371.04,455.99,12.66
1997,Lithuania,76.47,17.65,0,1,,38.2,17.5,8.29,10.27,15.4,-11.8,1610.75,68.48,6.5,3575.2,2352.23,464.44,12.99
1998,Lithuania,68.9,14.31,0,1,,38.2,17.5,7.47,5.39,16.5,-3,1721.4,73.69,13.2,3549.3,2336.09,473.03,13.33
1999,Lithuania,59.47,13.93,0,1,,38.2,17.5,-1.13,1.46,22.7,-2.8,1710.49,73.59,14.6,3524.2,2324.33,479.78,13.61
2000,Lithuania,50,19.44,0,1,8/10/2000,58.6,10.6,3.83,1.08,23.5,-3.2,1676.75,72.35,16.4,3499.5,2317.44,483.65,13.82
2001,Lithuania,25.34,42.86,14.09,2,,58.6,10.6,6.52,1.55,22.9,-3.5,1640.9,71.12,17.4,3470.82,2307.12,492.54,14.19
2002,Lithuania,0,42.86,28.57,3,,58.6,10.6,6.76,0.34,22.1,-1.9,1634.93,71.2,13.8,3443.07,2296.35,506.3,14.7
2003,Lithuania,0,36.97,34.46,3,,58.6,10.6,10.54,-1.08,20.4,-1.3,1646.98,72.08,12.4,3415.21,2284.87,518.17,15.17
2004,Lithuania,0,34.66,42.54,3,10/10/2004,45.9,22,6.55,1.16,18.7,-1.4,1598.33,70.62,10.9,3377.08,2263.17,527.63,15.62
2005,Lithuania,0,14.29,85.71,4,,45.9,22,7.73,2.66,17.6,-0.3,1567.75,70.31,8.3,3322.5,2229.71,533.53,16.06
2006,Lithuania,6.54,6.22,87.24,4,,45.9,24.8,7.41,3.79,17.2,-0.3,1519.24,69.1,5.8,3269.91,2198.57,538.51,16.47
2007,Lithuania,14.29,0,85.71,4,,45.9,22.7,11.09,5.82,15.9,-0.8,1518.24,69.69,4.3,3231.29,2178.65,543.51,16.82
2008,Lithuania,14.52,10.79,74.69,4,12/10/2008,48.6,17.7,2.63,11.09,14.6,-3.1,1517.02,70.18,5.8,3198.23,2161.76,546.84,17.1
2009,Lithuania,96.75,0,0,1,,48.6,19.1,-14.81,4.16,29,-9.1,1529.32,71.44,13.8,3162.92,2140.74,546.32,17.27
2010,Lithuania,93.33,0,0,1,,48.6,19.1,1.64,1.19,36.2,-6.9,1517.76,72.62,17.8,3097.28,2089.95,545.1,17.6
2011,Lithuania,93.33,0,0,1,,48.6,19.1,6.04,4.12,37.2,-8.9,1481.6,72.82,15.4,3028.12,2034.56,544.32,17.98
2012,Lithuania,88.96,0.36,4.37,2,28/10/2012,52.9,24.5,3.84,3.17,39.8,-3.1,1473,73.48,13.4,2987.77,2004.69,542.77,18.17
2013,Lithuania,13.33,6.67,80,4,,52.9,24.1,3.54,1.16,38.8,-2.6,1465.17,73.93,11.8,2957.69,1981.89,542.47,18.34
2014,Lithuania,13.33,4.88,81.79,4,,52.9,24.1,3.03,0.24,40.7,-0.7,1477.3,75.39,10.7,2928.88,1959.67,544.93,18.61
1960,Luxembourg,42.86,57.14,0,1,,92.3,0,,0.45,,,132,61.96,0,313.97,213.05,34.1,10.86
1961,Luxembourg,42.86,57.14,0,1,,92.3,0,3.83,0.48,,,132.2,61.88,0,316.84,213.65,34.82,10.99
1962,Luxembourg,42.86,57.14,0,1,,92.3,0,1.36,0.9,,,132.6,61.77,0,320.75,214.68,35.83,11.17
1963,Luxembourg,42.86,57.14,0,1,,92.3,0,3.44,2.88,,,131.8,61.05,0,324.1,215.89,36.94,11.4
1964,Luxembourg,23.3,53.88,22.81,2,7/6/1964,90.6,0,7.87,3.1,,,132.9,61.24,0,327.75,217.01,38.02,11.6
1965,Luxembourg,0,50,50,3,,90.6,0,1.93,3.33,,,133.3,61.18,0,331.5,217.87,38.98,11.76
1966,Luxembourg,0,50,50,3,,90.6,0,1.11,3.33,,,133.7,61.24,0,333.9,218.33,39.8,11.92
1967,Luxembourg,0,50,50,3,,90.6,0,0.22,2.17,,,131.3,60.09,0,335,218.51,40.51,12.09
1968,Luxembourg,0,50,50,3,15/12/1968,88.6,3.6,4.18,2.63,,,131,59.87,0,335.85,218.79,41.14,12.25
1969,Luxembourg,39.33,56.56,4.11,2,,88.6,3.6,9.97,2.29,,,131.9,60.03,0,337.5,219.71,41.8,12.38
1970,Luxembourg,42.86,57.14,0,1,,88.6,3.6,1.7,4.64,,,140.2,63.27,0,339.17,221.61,42.52,12.54
1971,Luxembourg,42.86,57.14,0,1,,88.6,3.6,2.67,4.67,,,144.7,64.57,0,342.42,224.11,43.25,12.63
1972,Luxembourg,42.86,57.14,0,1,,88.6,3.6,6.6,5.23,,,148.6,65.23,0,346.6,227.82,44.2,12.75
1973,Luxembourg,42.86,57.14,0,1,,88.6,3.6,8.31,6.07,,,151.4,65.4,0,350.45,231.5,45.19,12.9
1974,Luxembourg,46.77,25.83,27.4,2,26/05/1974,90.1,5.1,4.21,9.54,,,155.7,65.9,0,355.05,236.26,46.04,12.97
1975,Luxembourg,50,0,50,3,,90.1,5.1,-6.57,10.72,,,157.8,65.62,0.2,358.95,240.46,46.75,13.03
1976,Luxembourg,50,0,50,3,,90.1,5.1,2.53,9.8,,,157.8,64.98,0.3,360.73,242.85,47.27,13.1
1977,Luxembourg,50,0,50,3,,90.1,5.1,1.57,6.71,,,158,64.7,0.5,361.36,244.19,47.94,13.27
1978,Luxembourg,50,0,50,3,,90.1,5.1,4.07,3.09,,,157.5,64.17,1.2,362.01,245.45,48.74,13.46
1979,Luxembourg,52.59,20.7,26.71,2,10/6/1979,88.9,13.6,2.35,4.55,,,158.2,64.44,2.4,362.86,245.5,49.34,13.6
1980,Luxembourg,55.56,44.44,0,1,,88.9,13.6,0.84,6.3,,,159.3,64.72,2.4,364.15,246.12,49.69,13.65
1981,Luxembourg,55.56,44.44,0,1,,88.9,13.6,-0.55,8.07,,,160.3,64.56,2.4,365.23,248.29,49.61,13.58
1982,Luxembourg,55.56,44.44,0,1,,88.9,13.6,1.13,9.36,,,160.3,64.11,2.4,365.53,250.06,49.23,13.47
1983,Luxembourg,55.56,44.44,0,1,,88.9,13.6,2.99,8.67,,,160.3,63.64,3.4,365.62,251.88,48.76,13.34
1984,Luxembourg,30.51,49.45,20.04,2,17/06/1984,88.8,11.7,6.19,6.44,,,161.4,63.63,3,366,253.67,48.43,13.23
1985,Luxembourg,0,55.56,44.44,3,,88.8,11.7,2.79,4.09,,,163.7,64.19,2.9,366.71,255.04,48.59,13.25
1986,Luxembourg,0,55.56,44.44,3,,88.8,11.7,9.98,0.29,,,167.2,65.13,2.6,368.36,256.7,49.03,13.31
1987,Luxembourg,0,55.56,44.44,3,,88.8,11.7,3.95,-0.06,,,172.1,66.54,2.5,370.75,258.63,49.42,13.33
1988,Luxembourg,0,55.56,44.44,3,,88.8,11.7,8.46,1.44,,,177,68.06,2,373.45,260.07,49.93,13.37
1989,Luxembourg,0,57.64,42.36,3,18/06/1989,87.3,13.3,9.8,3.37,,,182.8,69.81,1.8,377.1,261.85,50.53,13.4
1990,Luxembourg,0,60,40,3,,87.3,13.3,5.32,3.25,5.36,4.63,190.2,71.95,1.7,381.85,264.34,51.25,13.42
1991,Luxembourg,0,60,40,3,,87.3,13.3,8.64,3.12,4.64,1.14,197.9,74.18,1.6,387,266.8,52.22,13.49
1992,Luxembourg,0,60,40,3,,87.3,13.3,1.82,3.15,5.48,0.41,203.7,75.69,2.1,392.18,269.12,53.29,13.59
1993,Luxembourg,0,60,40,3,,87.3,13.3,4.2,3.59,6.85,1.9,208.1,76.68,2.6,397.48,271.37,54.46,13.7
1994,Luxembourg,0,55.29,44.71,3,12/6/1994,88.3,20,3.82,2.19,6.28,2.9,214.7,78.46,3.2,402.93,273.63,55.79,13.85
1995,Luxembourg,0,50,50,3,,88.3,20,1.43,1.87,9.04,2.64,220.6,79.88,2.9,408.63,276.16,57.23,14.01
1996,Luxembourg,0,50,50,3,,88.3,20,1.52,1.18,9.57,1.6,226.7,81.3,2.9,414.23,278.84,58.62,14.15
1997,Luxembourg,0,50,50,3,,88.3,20,5.95,1.37,9.68,2.83,234.2,83.19,2.7,419.45,281.51,59.72,14.24
1998,Luxembourg,0,50,50,3,,88.3,20,6.48,0.96,14.17,3.2,243.5,85.63,2.7,424.7,284.38,60.62,14.27
1999,Luxembourg,15.89,50,34.11,3,13/06/1999,86.5,16.7,8.42,1.03,14.41,3.46,255.2,88.69,2.4,430.48,287.73,61.48,14.28
2000,Luxembourg,50,50,0,1,,86.5,16.7,8.41,3.15,13.18,5.86,268.8,91.96,2.2,436.3,292.3,61.4,14.07
2001,Luxembourg,50,50,0,1,,86.5,16.7,2.15,2.66,13.48,5.98,283.3,95.52,1.9,441.5,296.6,61.4,13.91
2002,Luxembourg,50,50,0,1,,86.5,16.7,3.63,2.07,12.26,2.47,292.3,97.56,2.6,446.2,299.6,62.4,13.98
2003,Luxembourg,50,50,0,1,,86.5,16.7,1.41,2.05,13.18,0.19,299.4,99.11,3.8,450,302.1,63.3,14.07
2004,Luxembourg,28.96,54.21,16.83,2,13/06/2004,91.9,23.3,4.44,2.23,14.07,-1.3,307.2,100.33,5,455,306.2,63.6,13.98
2005,Luxembourg,0,60,40,3,,91.9,23.3,3.23,2.49,12.45,0.08,317.1,102.16,4.6,461.2,310.4,65,14.09
2006,Luxembourg,0,60,40,3,,91.9,23.3,5.11,2.67,11.85,1.96,329.7,104.14,4.6,469.1,316.6,66,14.07
2007,Luxembourg,0,60,40,3,,91.9,23.3,8.37,2.31,11.63,4.2,343.4,106.61,4.2,476.2,322.1,66.8,14.03
2008,Luxembourg,0,60,40,3,,91.9,23.3,-0.87,3.4,19.24,3.36,343.4,104.6,4.9,483.8,328.3,67.7,13.99
2009,Luxembourg,0,60,40,3,7/6/2009,90.9,20,-5.4,0.37,18.96,-0.69,360.3,107.23,5.1,493.5,336,68.9,13.96
2010,Luxembourg,0,60,40,3,,90.9,20,5.67,2.27,26.23,-0.67,375.1,109.39,4.6,502.1,342.9,70,13.94
2011,Luxembourg,0,60,40,3,,90.9,25,2.57,3.41,27,0.52,385.1,109.81,4.8,511.8,350.7,71.1,13.89
2012,Luxembourg,0,60,40,3,,90.9,21.7,-0.84,2.66,30.64,0.26,394.07,108.98,5.1,524.9,361.6,73.3,13.96
2013,Luxembourg,2.98,55.4,41.62,3,20/10/2013,91.3,28.3,4.35,1.73,29.98,0.78,,,5.9,537,370.7,75,13.97
2014,Luxembourg,38.89,0,61.11,3,,91.3,28.3,4.08,0.63,33.69,1.71,,,6,549.7,379.8,77.4,14.08
1966,Malta,0,100,0,1,28/03/1966,89.7,4,,,,,,,,321.77,,,
1967,Malta,0,100,0,1,,89.7,4,,,,,,,,322.07,,,
